customerID	gender	SeniorCitizen	Partner	Dependents	tenure	PhoneService	MultipleLines	InternetService	OnlineSecurity	OnlineBackup	DeviceProtection	TechSupport	StreamingTV	StreamingMovies	Contract	PaperlessBilling	PaymentMethod	MonthlyCharges	TotalCharges	Churn	probability
3077-RSNTJ	Female	No	Yes	Yes	6	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	No	Mailed check	19.7	113.5	No	0.159586884476
6551-GNYDG	Female	No	Yes	Yes	14	Yes	No	Fiber optic	No	No	No	No	No	Yes	Month-to-month	Yes	Bank transfer (automatic)	80.9	1152.8	No	0.496201088293
9167-APMXZ	Female	No	No	No	22	Yes	Yes	Fiber optic	No	No	No	No	Yes	No	Month-to-month	Yes	Bank transfer (automatic)	84.15	1821.95	No	0.366694609988
2749-CTKAJ	Male	No	Yes	Yes	22	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	One year	No	Mailed check	20.15	419.9	No	0.00468226120858
6371-NZYEG	Male	No	Yes	Yes	16	Yes	No	DSL	Yes	No	Yes	No	Yes	No	Two year	No	Mailed check	64.25	1024.0	No	0.0683610941241
7554-NEWDD	Male	No	No	No	10	Yes	Yes	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Bank transfer (automatic)	25.7	251.6	No	0.0651903138976
8992-VONJD	Female	No	No	Yes	13	Yes	No	DSL	Yes	Yes	No	No	No	No	Month-to-month	Yes	Electronic check	56.0	764.55	No	0.199263191513
0867-MKZVY	Female	No	Yes	No	20	Yes	Yes	Fiber optic	Yes	No	No	No	No	No	Month-to-month	No	Electronic check	82.4	1592.35	Yes	0.443566646645
4482-EWFMI	Female	No	No	No	2	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	69.7	135.2	No	0.54482900162
4648-YPBTM	Male	No	No	No	53	Yes	Yes	DSL	No	Yes	Yes	Yes	No	Yes	Two year	Yes	Bank transfer (automatic)	73.9	3958.25	No	0.0404666934225
2907-ILJBN	Female	No	Yes	Yes	11	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	One year	No	Mailed check	20.6	233.9	No	0.0208793697144
6345-FZOQH	Male	No	Yes	No	69	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Mailed check	19.9	1363.45	No	0.00739007936508
3376-BMGFE	Female	No	No	No	4	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Bank transfer (automatic)	70.9	273.0	Yes	0.659678092611
5997-OPVFA	Male	No	Yes	No	72	Yes	Yes	DSL	Yes	Yes	Yes	Yes	Yes	Yes	Two year	Yes	Bank transfer (automatic)	89.05	6254.45	No	0.00278325123153
3445-HXXGF	Male	Yes	Yes	No	58	No	No phone service	DSL	No	Yes	Yes	No	No	Yes	Month-to-month	Yes	Electronic check	45.3	2651.2	Yes	0.418626764802
1159-WFSGR	Female	No	Yes	Yes	16	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	No	Electronic check	20.4	321.4	No	0.0699574829792
7654-YWJUF	Male	No	Yes	No	43	Yes	No	Fiber optic	Yes	No	Yes	Yes	No	No	One year	Yes	Bank transfer (automatic)	84.25	3539.25	No	0.114771845616
1875-QIVME	Female	No	Yes	No	2	Yes	Yes	Fiber optic	No	No	Yes	Yes	Yes	Yes	Month-to-month	Yes	Electronic check	104.4	242.8	Yes	0.720594929136
6727-IOTLZ	Male	No	Yes	No	14	Yes	No	DSL	No	Yes	Yes	Yes	Yes	Yes	Two year	No	Mailed check	81.95	1181.75	No	0.0685647833597
0691-JVSYA	Female	No	Yes	No	53	Yes	No	Fiber optic	No	No	Yes	No	Yes	Yes	One year	Yes	Bank transfer (automatic)	94.85	5000.2	Yes	0.279980730937
5918-VUKWP	Female	No	No	No	32	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	One year	No	Bank transfer (automatic)	20.55	654.55	No	0.0298595843662
1744-JHKYS	Female	No	Yes	No	34	Yes	Yes	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	No	Electronic check	24.7	780.2	No	0.0392361208627
2656-FMOKZ	Female	Yes	No	No	15	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Mailed check	74.45	1145.7	Yes	0.586367642549
2070-FNEXE	Female	Yes	No	No	7	Yes	No	Fiber optic	Yes	No	No	No	No	No	Month-to-month	No	Bank transfer (automatic)	76.45	503.6	Yes	0.468673276288
5947-SGKCL	Female	No	Yes	Yes	15	Yes	Yes	Fiber optic	No	Yes	Yes	No	Yes	Yes	Month-to-month	Yes	Bank transfer (automatic)	105.35	1559.25	No	0.43693382845
3712-PKXZA	Male	No	Yes	No	61	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	One year	Yes	Credit card (automatic)	20.55	1252.0	No	0.0121348614154
6317-YPKDH	Female	No	No	No	1	No	No phone service	DSL	No	Yes	No	No	No	No	Month-to-month	No	Bank transfer (automatic)	29.95	29.95	Yes	0.41256990858
6582-OIVSP	Female	No	No	No	1	Yes	No	DSL	No	No	No	No	No	No	Month-to-month	No	Mailed check	45.3	45.3	No	0.474422949198
9367-WXLCH	Male	No	No	No	8	Yes	Yes	Fiber optic	No	No	No	No	No	Yes	Month-to-month	No	Bank transfer (automatic)	84.5	662.65	Yes	0.553740335194
5524-KHNJP	Male	No	Yes	Yes	33	Yes	No	DSL	Yes	No	Yes	No	Yes	Yes	One year	No	Credit card (automatic)	74.75	2453.3	No	0.0614988147902
1918-ZBFQJ	Female	No	No	No	13	Yes	No	Fiber optic	No	Yes	Yes	No	No	No	Month-to-month	Yes	Electronic check	79.25	1111.65	Yes	0.679081543885
1024-GUALD	Female	No	Yes	No	1	No	No phone service	DSL	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	24.8	24.8	Yes	0.689905302419
4827-USJHP	Male	No	No	No	20	Yes	No	DSL	No	Yes	No	No	No	No	Month-to-month	Yes	Mailed check	51.8	1023.85	No	0.106912021456
8167-GJLRN	Male	No	No	No	3	No	No phone service	DSL	No	No	No	Yes	No	No	Month-to-month	No	Electronic check	30.4	82.15	No	0.430895841001
0956-SYCWG	Female	No	No	No	13	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	One year	No	Electronic check	19.65	244.8	No	0.0440271536481
8017-UVSZU	Female	No	Yes	No	40	Yes	Yes	DSL	No	Yes	No	No	No	No	Month-to-month	No	Credit card (automatic)	56.6	2379.1	No	0.0859359502881
7100-FQPRV	Male	No	Yes	Yes	43	Yes	Yes	DSL	Yes	No	No	Yes	No	Yes	One year	Yes	Credit card (automatic)	71.9	3173.35	No	0.0630468394535
2472-OVKUP	Male	No	Yes	No	6	Yes	No	Fiber optic	No	Yes	Yes	No	No	Yes	Month-to-month	Yes	Electronic check	91.0	531.0	Yes	0.66590498766
2984-RGEYA	Female	No	Yes	Yes	69	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Bank transfer (automatic)	19.75	1375.4	No	0.0113174603175
9680-NIAUV	Female	No	Yes	Yes	72	Yes	Yes	Fiber optic	Yes	Yes	Yes	No	Yes	Yes	Two year	No	Credit card (automatic)	109.7	8129.3	No	0.0336404888827
2146-EGVDT	Male	No	Yes	Yes	59	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Credit card (automatic)	19.3	1192.7	No	0.00625
2604-IJPDU	Female	No	Yes	No	20	Yes	No	Fiber optic	Yes	Yes	No	Yes	Yes	No	Month-to-month	Yes	Electronic check	96.55	1901.65	No	0.435559278912
9178-JHUVJ	Male	No	Yes	Yes	24	Yes	Yes	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	Yes	Bank transfer (automatic)	24.1	587.4	No	0.0169517490855
6168-YBYNP	Male	No	No	No	59	Yes	Yes	Fiber optic	No	Yes	Yes	Yes	Yes	Yes	Month-to-month	Yes	Electronic check	111.35	6519.75	No	0.305855401231
7255-SSFBC	Male	No	Yes	Yes	72	Yes	Yes	Fiber optic	No	Yes	Yes	Yes	Yes	Yes	Two year	Yes	Bank transfer (automatic)	112.25	8041.65	No	0.0957454670349
3645-DEYGF	Male	No	No	Yes	1	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	No	Mailed check	20.75	20.75	No	0.19035927214
9323-HGFWY	Female	No	Yes	No	27	Yes	No	Fiber optic	Yes	No	No	Yes	Yes	Yes	One year	Yes	Credit card (automatic)	101.9	2681.15	No	0.269425288697
8544-GOQSH	Female	No	No	No	14	Yes	No	Fiber optic	No	Yes	No	Yes	No	No	Month-to-month	Yes	Credit card (automatic)	80.05	1112.3	No	0.424916155325
3363-DTIVD	Male	No	Yes	Yes	71	Yes	Yes	Fiber optic	Yes	No	Yes	No	Yes	Yes	Two year	No	Electronic check	105.55	7405.5	No	0.132119903104
7018-WBJNK	Male	No	No	Yes	13	Yes	No	Fiber optic	No	No	No	No	Yes	No	Month-to-month	Yes	Credit card (automatic)	78.3	1033.95	No	0.474994331246
9142-KZXOP	Male	No	No	No	44	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	No	Credit card (automatic)	68.85	2958.95	No	0.229280557066
7674-YTAFD	Female	No	No	No	33	Yes	No	Fiber optic	No	Yes	No	Yes	No	No	One year	Yes	Bank transfer (automatic)	79.95	2684.85	No	0.143695887218
6348-SNFUS	Male	No	Yes	Yes	72	No	No phone service	DSL	Yes	Yes	Yes	Yes	No	Yes	Two year	Yes	Credit card (automatic)	55.45	4179.2	No	0.00485103785104
1285-OKIPP	Male	No	No	No	1	Yes	No	Fiber optic	No	No	No	No	No	Yes	Month-to-month	No	Electronic check	79.9	79.9	Yes	0.830077256308
7825-ECJRF	Female	No	No	No	19	Yes	No	Fiber optic	Yes	No	Yes	Yes	Yes	Yes	Month-to-month	Yes	Electronic check	106.6	1934.45	Yes	0.493775737655
1347-KTTTA	Male	No	Yes	No	64	Yes	No	Fiber optic	No	Yes	Yes	Yes	Yes	Yes	One year	Yes	Credit card (automatic)	102.45	6654.1	No	0.156779447429
7841-TZDMQ	Male	No	No	No	2	Yes	No	DSL	No	No	No	No	No	No	Month-to-month	Yes	Credit card (automatic)	46.0	84.5	Yes	0.570294691389
4195-NZGTA	Female	No	No	No	1	No	No phone service	DSL	No	No	No	No	No	No	Month-to-month	No	Electronic check	25.25	25.25	No	0.490838849561
7157-SMCFK	Male	No	No	Yes	61	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Mailed check	19.75	1124.2	No	0.0394582938525
4709-LKHYG	Female	No	Yes	Yes	29	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	One year	No	Electronic check	20.0	540.05	No	0.012938543649
2504-DSHIH	Male	Yes	Yes	No	23	Yes	Yes	Fiber optic	No	No	No	No	No	Yes	Month-to-month	No	Electronic check	86.8	1975.85	No	0.497291812063
0699-NDKJM	Female	No	Yes	No	57	No	No phone service	DSL	Yes	Yes	Yes	No	Yes	Yes	Month-to-month	Yes	Bank transfer (automatic)	58.75	3437.45	No	0.183066398854
9286-BHDQG	Male	No	Yes	Yes	72	No	No phone service	DSL	Yes	Yes	Yes	Yes	No	No	Two year	No	Credit card (automatic)	45.25	3139.8	No	0.0114094794095
0230-WEQUW	Male	No	Yes	No	66	No	No phone service	DSL	Yes	Yes	Yes	Yes	Yes	No	Two year	Yes	Bank transfer (automatic)	56.6	3789.2	No	0.00467379679144
2040-LDIWQ	Male	No	Yes	Yes	65	Yes	Yes	DSL	No	Yes	Yes	Yes	Yes	Yes	Two year	Yes	Bank transfer (automatic)	84.2	5324.5	No	0.0288907996801
6496-JDSSB	Female	No	No	No	8	Yes	No	Fiber optic	No	No	No	No	Yes	No	Month-to-month	Yes	Bank transfer (automatic)	80.0	624.6	No	0.619966260591
9408-SSNVZ	Female	No	No	No	4	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	70.15	268.35	Yes	0.526591198944
4443-EMBNA	Female	No	Yes	No	71	Yes	Yes	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Bank transfer (automatic)	24.75	1836.9	No	0.000833333333333
6469-MRVET	Male	No	Yes	Yes	1	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	One year	Yes	Electronic check	20.2	20.2	No	0.194811621853
0742-MOABM	Male	No	Yes	No	4	Yes	No	DSL	No	No	No	Yes	No	No	Month-to-month	No	Mailed check	50.05	179.35	Yes	0.394420660887
5961-VUSRV	Female	No	No	No	12	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	One year	Yes	Bank transfer (automatic)	19.35	219.35	No	0.0372705262869
6778-JFCMK	Male	No	No	No	24	No	No phone service	DSL	Yes	No	No	No	Yes	Yes	One year	Yes	Mailed check	50.6	1288.75	No	0.0976895281414
6341-JVQGF	Female	No	Yes	Yes	31	Yes	No	DSL	Yes	No	Yes	Yes	Yes	Yes	One year	Yes	Mailed check	81.15	2545.75	No	0.0941620762442
2232-DMLXU	Female	No	Yes	No	1	Yes	No	DSL	No	No	No	No	Yes	No	Month-to-month	No	Mailed check	55.2	55.2	Yes	0.560636528632
4811-JBUVU	Male	No	No	No	30	Yes	Yes	Fiber optic	No	No	No	Yes	No	Yes	Month-to-month	Yes	Credit card (automatic)	89.9	2723.15	No	0.310225908757
0945-TSONX	Female	No	Yes	Yes	47	Yes	Yes	DSL	Yes	Yes	No	Yes	Yes	Yes	Two year	Yes	Credit card (automatic)	85.3	4107.25	No	0.0213795219273
2651-ZCBXV	Male	No	No	No	54	Yes	Yes	Fiber optic	Yes	Yes	No	Yes	Yes	Yes	Two year	Yes	Credit card (automatic)	108.0	5760.65	No	0.181632845564
3316-UWXUY	Male	No	No	No	50	Yes	No	Fiber optic	Yes	Yes	No	Yes	No	Yes	Month-to-month	Yes	Credit card (automatic)	93.5	4747.5	No	0.176602818432
8937-RDTHP	Male	No	No	No	1	Yes	No	Fiber optic	Yes	No	No	No	No	Yes	Month-to-month	Yes	Mailed check	84.6	84.6	Yes	0.595679123664
7083-MIOPC	Female	No	No	No	72	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Credit card (automatic)	20.25	1566.9	No	0.00153846153846
1984-GPTEH	Female	No	No	No	29	Yes	Yes	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	No	Electronic check	25.15	702.0	No	0.0694970300017
1251-KRREG	Male	No	No	No	2	Yes	Yes	DSL	No	Yes	No	No	No	No	Month-to-month	Yes	Mailed check	54.4	114.1	Yes	0.524060853644
0621-JFHOL	Female	No	No	No	10	No	No phone service	DSL	No	No	No	Yes	No	No	Two year	Yes	Mailed check	29.6	299.05	No	0.159009411747
9903-LYSAB	Male	No	Yes	No	18	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	73.15	1305.95	No	0.524998269495
0094-OIFMO	Female	Yes	No	No	11	Yes	No	Fiber optic	No	Yes	No	No	Yes	Yes	Month-to-month	Yes	Electronic check	95.0	1120.3	Yes	0.666251677384
9227-UAQFT	Male	No	No	No	16	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Mailed check	19.75	284.35	No	0.0239140241909
7301-ABVAD	Female	No	No	No	72	Yes	Yes	DSL	No	Yes	Yes	Yes	Yes	Yes	Two year	No	Bank transfer (automatic)	86.6	6350.5	No	0.0146367960091
6614-FHDBO	Male	No	No	No	72	Yes	Yes	Fiber optic	No	Yes	Yes	Yes	Yes	Yes	Two year	No	Bank transfer (automatic)	109.2	7878.3	No	0.0879287835319
7576-ASEJU	Female	No	Yes	Yes	41	Yes	No	DSL	Yes	No	No	Yes	Yes	Yes	One year	Yes	Credit card (automatic)	74.7	3187.65	No	0.0809998283985
9058-HRZSV	Female	Yes	Yes	No	65	Yes	No	Fiber optic	Yes	Yes	Yes	No	No	Yes	Month-to-month	No	Electronic check	94.4	6126.15	No	0.160536422466
4522-AKYLR	Female	Yes	No	No	13	Yes	No	DSL	No	Yes	Yes	No	No	No	Month-to-month	Yes	Electronic check	54.8	731.3	No	0.239953386423
0221-WMXNQ	Male	Yes	No	No	4	Yes	No	Fiber optic	Yes	No	No	No	No	No	Month-to-month	No	Electronic check	75.35	273.4	No	0.394363955463
0303-UNCIP	Male	No	No	No	41	Yes	Yes	DSL	No	No	Yes	No	No	Yes	One year	No	Mailed check	65.0	2531.8	No	0.114599101234
9947-OTFQU	Male	Yes	No	No	15	Yes	No	Fiber optic	No	Yes	No	No	No	No	Month-to-month	Yes	Electronic check	74.4	1074.3	Yes	0.695102023193
0322-YINQP	Male	No	No	No	1	Yes	No	DSL	Yes	No	No	No	No	No	Month-to-month	Yes	Mailed check	48.55	48.55	Yes	0.461246540449
0959-WHOKV	Male	No	No	No	42	Yes	Yes	Fiber optic	Yes	Yes	Yes	No	No	Yes	One year	Yes	Electronic check	99.0	4298.45	No	0.173592169483
4075-JFPGR	Female	No	Yes	No	51	Yes	No	Fiber optic	Yes	Yes	Yes	No	Yes	No	One year	Yes	Electronic check	93.5	4619.55	No	0.142160906166
4629-NRXKX	Female	No	Yes	Yes	2	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	No	Electronic check	70.4	147.15	Yes	0.591917343655
9514-JDSKI	Male	Yes	Yes	No	1	No	No phone service	DSL	No	Yes	No	No	Yes	No	Month-to-month	No	Electronic check	40.2	40.2	Yes	0.600826609537
3282-ZISZV	Male	No	No	Yes	32	Yes	Yes	DSL	No	Yes	Yes	Yes	Yes	Yes	One year	No	Credit card (automatic)	83.7	2633.3	No	0.08611148753
3675-YDUPJ	Male	No	No	No	10	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	Yes	Mailed check	19.85	193.05	No	0.116391160031
4111-BNXIF	Female	No	Yes	Yes	67	No	No phone service	DSL	No	Yes	Yes	Yes	Yes	Yes	Two year	Yes	Electronic check	59.55	4103.9	No	0.0479725266673
7017-VFHAY	Female	No	Yes	Yes	61	Yes	Yes	Fiber optic	Yes	Yes	Yes	Yes	Yes	Yes	Two year	No	Credit card (automatic)	115.1	7008.15	No	0.051430932694
6655-LHBYW	Male	No	No	No	50	Yes	Yes	Fiber optic	Yes	Yes	Yes	Yes	Yes	Yes	One year	No	Credit card (automatic)	114.35	5791.1	No	0.213701149466
4959-JOSRX	Female	No	Yes	No	2	Yes	No	DSL	No	No	No	No	No	No	Month-to-month	Yes	Credit card (automatic)	44.6	80.55	Yes	0.522423317331
5046-NUHWD	Female	Yes	Yes	No	29	No	No phone service	DSL	Yes	No	Yes	No	No	Yes	Month-to-month	Yes	Electronic check	45.0	1228.65	No	0.319750703939
7273-TEFQD	Male	Yes	No	No	3	No	No phone service	DSL	No	No	Yes	No	No	Yes	Month-to-month	Yes	Electronic check	41.15	132.2	Yes	0.724531011017
3606-TWKGI	Male	Yes	No	No	13	Yes	Yes	Fiber optic	No	Yes	Yes	No	Yes	Yes	Month-to-month	Yes	Electronic check	106.9	1364.3	Yes	0.838895902859
7529-ZDFXI	Male	Yes	Yes	No	57	Yes	Yes	Fiber optic	No	Yes	No	No	No	Yes	Month-to-month	Yes	Electronic check	89.85	4925.35	No	0.328348050743
7605-BDWDC	Female	No	No	No	31	No	No phone service	DSL	Yes	Yes	No	Yes	No	Yes	Two year	Yes	Bank transfer (automatic)	49.85	1520.1	No	0.0338774825854
1950-KSVVJ	Female	No	Yes	No	45	Yes	Yes	Fiber optic	Yes	Yes	Yes	Yes	Yes	Yes	One year	No	Mailed check	113.3	5032.25	No	0.188310684061
0123-CRBRT	Female	No	Yes	Yes	61	Yes	Yes	DSL	Yes	Yes	Yes	Yes	Yes	Yes	Two year	No	Mailed check	88.1	5526.75	No	0.00536956521739
6292-TOSSS	Male	No	No	No	50	Yes	Yes	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Bank transfer (automatic)	24.9	1195.25	No	0.0131212453697
3197-ARFOY	Female	Yes	No	No	19	Yes	No	Fiber optic	Yes	Yes	No	Yes	Yes	Yes	Month-to-month	Yes	Mailed check	105.0	2007.25	No	0.356360268254
6323-AYBRX	Male	No	No	No	59	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Mailed check	19.35	1099.6	Yes	0.147022415116
7014-ZZXAW	Female	No	Yes	No	71	Yes	Yes	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	Yes	Credit card (automatic)	24.25	1732.95	No	0.00140606060606
4385-GZQXV	Female	Yes	No	No	16	Yes	No	Fiber optic	No	No	No	Yes	Yes	Yes	Month-to-month	Yes	Electronic check	94.45	1511.2	Yes	0.551383521693
7633-MVPUY	Male	No	Yes	No	57	Yes	No	DSL	Yes	Yes	No	Yes	No	No	Two year	Yes	Electronic check	59.75	3450.15	No	0.0375382516725
6366-ZGQGL	Male	No	No	No	1	No	No phone service	DSL	No	No	No	No	No	No	Month-to-month	No	Bank transfer (automatic)	24.8	24.8	Yes	0.361364216912
4716-HHKQH	Male	Yes	Yes	No	20	Yes	Yes	Fiber optic	No	Yes	No	Yes	Yes	Yes	Month-to-month	No	Electronic check	107.05	2172.05	No	0.355232840155
5940-AHUHD	Male	No	No	No	1	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	No	Mailed check	70.6	70.6	Yes	0.68161308332
6432-TWQLB	Male	No	Yes	No	5	Yes	Yes	Fiber optic	No	Yes	No	Yes	No	No	Month-to-month	Yes	Electronic check	85.4	401.1	Yes	0.703478999414
4484-GLZOU	Female	No	Yes	No	52	Yes	Yes	Fiber optic	No	Yes	Yes	No	Yes	Yes	Month-to-month	Yes	Electronic check	105.05	5624.85	Yes	0.483765791371
3179-GBRWV	Male	Yes	Yes	No	21	Yes	No	DSL	Yes	Yes	No	No	No	Yes	Month-to-month	Yes	Bank transfer (automatic)	64.95	1339.8	No	0.203791765118
8645-KWHJO	Male	No	No	No	14	No	No phone service	DSL	No	No	Yes	Yes	Yes	Yes	Month-to-month	Yes	Electronic check	55.0	771.95	No	0.359984067852
4130-MZLCC	Female	No	No	No	5	Yes	No	DSL	No	Yes	No	No	No	No	Month-to-month	No	Bank transfer (automatic)	50.55	244.75	No	0.25249739044
0314-TKOSI	Female	No	No	No	6	Yes	No	DSL	Yes	Yes	No	No	No	No	Month-to-month	No	Mailed check	55.15	322.9	No	0.216186378307
8229-MYEJZ	Female	No	No	No	10	Yes	No	DSL	No	Yes	No	No	No	No	Month-to-month	No	Electronic check	51.2	498.25	No	0.138005517681
2080-SRCDE	Female	No	No	Yes	1	Yes	Yes	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	No	Mailed check	25.4	25.4	No	0.165620237348
9577-WJVCQ	Female	No	No	No	68	Yes	Yes	DSL	Yes	No	No	No	No	No	Month-to-month	No	Mailed check	54.45	3687.75	No	0.0708487813983
9512-UIBFX	Male	No	Yes	Yes	18	Yes	No	Fiber optic	No	No	Yes	No	Yes	Yes	Month-to-month	No	Mailed check	95.15	1779.95	Yes	0.442040411384
6202-DYYFX	Female	No	No	No	22	Yes	Yes	Fiber optic	No	No	No	No	No	No	One year	Yes	Credit card (automatic)	76.0	1783.6	No	0.197142482495
3808-HFKDE	Female	No	No	No	20	Yes	No	DSL	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	44.35	927.15	No	0.240899610022
5583-SXDAG	Male	No	Yes	No	1	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	No	Electronic check	70.0	70.0	Yes	0.754212287936
3488-PGMQJ	Male	Yes	No	No	8	Yes	No	Fiber optic	No	Yes	No	No	No	No	Month-to-month	Yes	Electronic check	74.5	606.55	Yes	0.630614605053
3580-REOAC	Male	No	No	No	10	Yes	No	DSL	No	No	No	No	No	No	Month-to-month	Yes	Credit card (automatic)	44.85	435.4	Yes	0.3119225164
7534-BFESC	Male	Yes	No	No	24	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	76.1	1712.7	Yes	0.682759603721
3727-OWVYD	Male	No	No	No	35	Yes	No	DSL	Yes	Yes	Yes	No	No	No	One year	No	Mailed check	61.2	2021.2	No	0.0670347194424
2294-SALNE	Male	No	Yes	Yes	23	Yes	No	Fiber optic	No	Yes	Yes	Yes	No	No	One year	No	Mailed check	86.8	1940.8	No	0.147039003765
4847-TAJYI	Female	Yes	No	No	6	Yes	No	Fiber optic	No	No	No	No	Yes	Yes	Month-to-month	Yes	Electronic check	89.35	567.8	No	0.579317636879
1563-IWQEX	Female	No	No	No	12	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	No	Mailed check	19.7	220.35	No	0.082952249856
